q,p,deg_p,deg_ell,prime_levels,complete,incomplete,incomplete_levels,result_directory
11,T^3 + 10*T^2 + 3*T + 10,3,4,3630,3630,0,,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 2,3,1,11,0,11,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6; T + 7; T + 8; T + 9; T + 10,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 2,3,2,55,0,55,T^2 + 1; T^2 + 3; T^2 + 4; T^2 + 5; T^2 + 9; T^2 + T + 1; T^2 + T + 4; T^2 + T + 6; T^2 + T + 7; T^2 + T + 8; T^2 + 2*T + 2; T^2 + 2*T + 4; T^2 + 2*T + 5; T^2 + 2*T + 6; T^2 + 2*T + 10; T^2 + 3*T + 3; T^2 + 3*T + 6; T^2 + 3*T + 8; T^2 + 3*T + 9; T^2 + 3*T + 10; T^2 + 4*T + 2; T^2 + 4*T + 5; T^2 + 4*T + 7; T^2 + 4*T + 8; T^2 + 4*T + 9; T^2 + 5*T + 1; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 7; T^2 + 5*T + 10; T^2 + 6*T + 1; T^2 + 6*T + 2; T^2 + 6*T + 3; T^2 + 6*T + 7; T^2 + 6*T + 10; T^2 + 7*T + 2; T^2 + 7*T + 5; T^2 + 7*T + 7; T^2 + 7*T + 8; T^2 + 7*T + 9; T^2 + 8*T + 3; T^2 + 8*T + 6; T^2 + 8*T + 8; T^2 + 8*T + 9; T^2 + 8*T + 10; T^2 + 9*T + 2; T^2 + 9*T + 4; T^2 + 9*T + 5; T^2 + 9*T + 6; T^2 + 9*T + 10; T^2 + 10*T + 1; T^2 + 10*T + 4; T^2 + 10*T + 6; T^2 + 10*T + 7; T^2 + 10*T + 8,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 2,3,3,439,196,243,T^3 + T + 5; T^3 + 2*T + 2; T^3 + 2*T + 4; T^3 + 2*T + 7; T^3 + 3*T + 9; T^3 + 4*T + 1; T^3 + 4*T + 4; T^3 + 4*T + 7; T^3 + 5*T + 10; T^3 + 6*T + 3; T^3 + 6*T + 6; T^3 + 7*T + 1; T^3 + 7*T + 2; T^3 + 8*T + 6; T^3 + 8*T + 10; T^3 + 9*T + 2; T^3 + 9*T + 8; T^3 + 10*T + 3; T^3 + 10*T + 8; T^3 + T^2 + 2; T^3 + T^2 + 3; T^3 + T^2 + T + 2; T^3 + T^2 + T + 9; T^3 + T^2 + 2*T + 3; T^3 + T^2 + 2*T + 10; T^3 + T^2 + 5*T + 6; T^3 + T^2 + 5*T + 9; T^3 + T^2 + 6*T + 2; T^3 + T^2 + 6*T + 4; T^3 + T^2 + 6*T + 8; T^3 + T^2 + 7*T + 4; T^3 + T^2 + 7*T + 5; T^3 + T^2 + 7*T + 8; T^3 + T^2 + 8*T + 2; T^3 + T^2 + 8*T + 4; T^3 + T^2 + 8*T + 10; T^3 + T^2 + 9*T + 4; T^3 + T^2 + 9*T + 6; T^3 + T^2 + 9*T + 10; T^3 + T^2 + 10*T + 5; T^3 + T^2 + 10*T + 8; T^3 + 2*T^2 + 2; T^3 + 2*T^2 + 7; T^3 + 2*T^2 + T + 5; T^3 + 2*T^2 + T + 6; T^3 + 2*T^2 + T + 8; T^3 + 2*T^2 + 2*T + 5; T^3 + 2*T^2 + 2*T + 9; T^3 + 2*T^2 + 2*T + 10; T^3 + 2*T^2 + 3*T + 4; T^3 + 2*T^2 + 3*T + 9; T^3 + 2*T^2 + 3*T + 10; T^3 + 2*T^2 + 4*T + 2; T^3 + 2*T^2 + 4*T + 5; T^3 + 2*T^2 + 6*T + 7; T^3 + 2*T^2 + 6*T + 8; T^3 + 2*T^2 + 6*T + 10; T^3 + 2*T^2 + 7*T + 2; T^3 + 2*T^2 + 7*T + 4; T^3 + 2*T^2 + 7*T + 9; T^3 + 2*T^2 + 8*T + 2; T^3 + 2*T^2 + 9*T + 1; T^3 + 2*T^2 + 9*T + 4; T^3 + 2*T^2 + 10*T + 3; T^3 + 3*T^2 + 3; T^3 + 3*T^2 + 8; T^3 + 3*T^2 + T + 1; T^3 + 3*T^2 + T + 2; T^3 + 3*T^2 + T + 7; T^3 + 3*T^2 + 2*T + 7; T^3 + 3*T^2 + 2*T + 8; T^3 + 3*T^2 + 4*T + 6; T^3 + 3*T^2 + 4*T + 7; T^3 + 3*T^2 + 4*T + 8; T^3 + 3*T^2 + 5*T + 1; T^3 + 3*T^2 + 5*T + 7; T^3 + 3*T^2 + 6*T + 2; T^3 + 3*T^2 + 7*T + 9; T^3 + 3*T^2 + 8*T + 3; T^3 + 3*T^2 + 8*T + 9; T^3 + 3*T^2 + 9*T + 2; T^3 + 3*T^2 + 9*T + 4; T^3 + 3*T^2 + 10*T + 7; T^3 + 3*T^2 + 10*T + 9; T^3 + 3*T^2 + 10*T + 10; T^3 + 4*T^2 + 5; T^3 + 4*T^2 + 10; T^3 + 4*T^2 + T + 2; T^3 + 4*T^2 + T + 6; T^3 + 4*T^2 + T + 10; T^3 + 4*T^2 + 2*T + 3; T^3 + 4*T^2 + 2*T + 6; T^3 + 4*T^2 + 2*T + 9; T^3 + 4*T^2 + 3*T + 4; T^3 + 4*T^2 + 3*T + 8; T^3 + 4*T^2 + 3*T + 10; T^3 + 4*T^2 + 4*T + 4; T^3 + 4*T^2 + 4*T + 6; T^3 + 4*T^2 + 4*T + 9; T^3 + 4*T^2 + 5*T + 7; T^3 + 4*T^2 + 5*T + 8; T^3 + 4*T^2 + 6*T + 5; T^3 + 4*T^2 + 6*T + 10; T^3 + 4*T^2 + 7*T + 2; T^3 + 4*T^2 + 7*T + 7; T^3 + 4*T^2 + 8*T + 2; T^3 + 4*T^2 + 8*T + 3; T^3 + 4*T^2 + 10*T + 2; T^3 + 4*T^2 + 10*T + 4; T^3 + 5*T^2 + 2; T^3 + 5*T^2 + 2*T + 6; T^3 + 5*T^2 + 3*T + 3; T^3 + 5*T^2 + 3*T + 6; T^3 + 5*T^2 + 4*T + 2; T^3 + 5*T^2 + 4*T + 6; T^3 + 5*T^2 + 5*T + 2; T^3 + 5*T^2 + 5*T + 5; T^3 + 5*T^2 + 5*T + 7; T^3 + 5*T^2 + 6*T + 5; T^3 + 5*T^2 + 7*T + 8; T^3 + 5*T^2 + 8*T + 1; T^3 + 5*T^2 + 8*T + 2; T^3 + 5*T^2 + 8*T + 10; T^3 + 5*T^2 + 9*T + 3; T^3 + 5*T^2 + 9*T + 10; T^3 + 5*T^2 + 10*T + 4; T^3 + 6*T^2 + 2; T^3 + 6*T^2 + 3; T^3 + 6*T^2 + 10; T^3 + 6*T^2 + 2*T + 5; T^3 + 6*T^2 + 3*T + 3; T^3 + 6*T^2 + 3*T + 5; T^3 + 6*T^2 + 4*T + 5; T^3 + 6*T^2 + 4*T + 8; T^3 + 6*T^2 + 4*T + 9; T^3 + 6*T^2 + 5*T + 4; T^3 + 6*T^2 + 6*T + 10; T^3 + 6*T^2 + 7*T + 4; T^3 + 6*T^2 + 7*T + 6; T^3 + 6*T^2 + 8*T + 1; T^3 + 6*T^2 + 8*T + 2; T^3 + 6*T^2 + 8*T + 9; T^3 + 6*T^2 + 8*T + 10; T^3 + 6*T^2 + 9*T + 1; T^3 + 6*T^2 + 10*T + 2; T^3 + 6*T^2 + 10*T + 6; T^3 + 7*T^2 + T + 1; T^3 + 7*T^2 + 2*T + 2; T^3 + 7*T^2 + 2*T + 5; T^3 + 7*T^2 + 2*T + 10; T^3 + 7*T^2 + 3*T + 3; T^3 + 7*T^2 + 3*T + 5; T^3 + 7*T^2 + 3*T + 7; T^3 + 7*T^2 + 4*T + 2; T^3 + 7*T^2 + 4*T + 4; T^3 + 7*T^2 + 4*T + 5; T^3 + 7*T^2 + 5*T + 3; T^3 + 7*T^2 + 5*T + 7; T^3 + 7*T^2 + 6*T + 5; T^3 + 7*T^2 + 7*T + 9; T^3 + 7*T^2 + 8*T + 4; T^3 + 7*T^2 + 8*T + 8; T^3 + 7*T^2 + 10*T + 6; T^3 + 7*T^2 + 10*T + 9; T^3 + 8*T^2 + 1; T^3 + 8*T^2 + 7; T^3 + 8*T^2 + T + 3; T^3 + 8*T^2 + T + 4; T^3 + 8*T^2 + T + 9; T^3 + 8*T^2 + 2*T + 3; T^3 + 8*T^2 + 2*T + 8; T^3 + 8*T^2 + 4*T + 2; T^3 + 8*T^2 + 4*T + 3; T^3 + 8*T^2 + 4*T + 5; T^3 + 8*T^2 + 5*T + 4; T^3 + 8*T^2 + 5*T + 6; T^3 + 8*T^2 + 6*T + 1; T^3 + 8*T^2 + 6*T + 2; T^3 + 8*T^2 + 7*T + 2; T^3 + 8*T^2 + 7*T + 7; T^3 + 8*T^2 + 7*T + 10; T^3 + 8*T^2 + 8*T + 2; T^3 + 8*T^2 + 8*T + 8; T^3 + 8*T^2 + 9*T + 9; T^3 + 8*T^2 + 9*T + 10; T^3 + 8*T^2 + 10*T + 2; T^3 + 9*T^2 + 6; T^3 + 9*T^2 + 9; T^3 + 9*T^2 + T + 2; T^3 + 9*T^2 + T + 5; T^3 + 9*T^2 + T + 6; T^3 + 9*T^2 + 2*T + 2; T^3 + 9*T^2 + 2*T + 6; T^3 + 9*T^2 + 2*T + 8; T^3 + 9*T^2 + 3*T + 7; T^3 + 9*T^2 + 6*T + 1; T^3 + 9*T^2 + 6*T + 2; T^3 + 9*T^2 + 7*T + 2; T^3 + 9*T^2 + 7*T + 7; T^3 + 9*T^2 + 8*T + 5; T^3 + 9*T^2 + 8*T + 8; T^3 + 9*T^2 + 8*T + 9; T^3 + 9*T^2 + 9*T + 2; T^3 + 9*T^2 + 9*T + 5; T^3 + 9*T^2 + 9*T + 7; T^3 + 9*T^2 + 10*T + 1; T^3 + 9*T^2 + 10*T + 10; T^3 + 10*T^2 + 5; T^3 + 10*T^2 + 6; T^3 + 10*T^2 + 8; T^3 + 10*T^2 + 9; T^3 + 10*T^2 + T + 2; T^3 + 10*T^2 + T + 4; T^3 + 10*T^2 + T + 8; T^3 + 10*T^2 + T + 9; T^3 + 10*T^2 + 2*T + 1; T^3 + 10*T^2 + 2*T + 2; T^3 + 10*T^2 + 2*T + 7; T^3 + 10*T^2 + 2*T + 8; T^3 + 10*T^2 + 5*T + 2; T^3 + 10*T^2 + 5*T + 3; T^3 + 10*T^2 + 5*T + 4; T^3 + 10*T^2 + 5*T + 5; T^3 + 10*T^2 + 6*T + 1; T^3 + 10*T^2 + 6*T + 3; T^3 + 10*T^2 + 6*T + 7; T^3 + 10*T^2 + 6*T + 9; T^3 + 10*T^2 + 7*T + 3; T^3 + 10*T^2 + 7*T + 6; T^3 + 10*T^2 + 7*T + 7; T^3 + 10*T^2 + 7*T + 10; T^3 + 10*T^2 + 8*T + 1; T^3 + 10*T^2 + 8*T + 4; T^3 + 10*T^2 + 8*T + 7; T^3 + 10*T^2 + 8*T + 9; T^3 + 10*T^2 + 9*T + 1; T^3 + 10*T^2 + 9*T + 3; T^3 + 10*T^2 + 9*T + 5; T^3 + 10*T^2 + 9*T + 7; T^3 + 10*T^2 + 10*T + 3; T^3 + 10*T^2 + 10*T + 5; T^3 + 10*T^2 + 10*T + 6; T^3 + 10*T^2 + 10*T + 8,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 2,3,4,3630,3630,0,,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 3,3,1,11,0,11,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6; T + 7; T + 8; T + 9; T + 10,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 3,3,2,55,0,55,T^2 + 1; T^2 + 3; T^2 + 4; T^2 + 5; T^2 + 9; T^2 + T + 1; T^2 + T + 4; T^2 + T + 6; T^2 + T + 7; T^2 + T + 8; T^2 + 2*T + 2; T^2 + 2*T + 4; T^2 + 2*T + 5; T^2 + 2*T + 6; T^2 + 2*T + 10; T^2 + 3*T + 3; T^2 + 3*T + 6; T^2 + 3*T + 8; T^2 + 3*T + 9; T^2 + 3*T + 10; T^2 + 4*T + 2; T^2 + 4*T + 5; T^2 + 4*T + 7; T^2 + 4*T + 8; T^2 + 4*T + 9; T^2 + 5*T + 1; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 7; T^2 + 5*T + 10; T^2 + 6*T + 1; T^2 + 6*T + 2; T^2 + 6*T + 3; T^2 + 6*T + 7; T^2 + 6*T + 10; T^2 + 7*T + 2; T^2 + 7*T + 5; T^2 + 7*T + 7; T^2 + 7*T + 8; T^2 + 7*T + 9; T^2 + 8*T + 3; T^2 + 8*T + 6; T^2 + 8*T + 8; T^2 + 8*T + 9; T^2 + 8*T + 10; T^2 + 9*T + 2; T^2 + 9*T + 4; T^2 + 9*T + 5; T^2 + 9*T + 6; T^2 + 9*T + 10; T^2 + 10*T + 1; T^2 + 10*T + 4; T^2 + 10*T + 6; T^2 + 10*T + 7; T^2 + 10*T + 8,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 3,3,3,439,200,239,T^3 + T + 6; T^3 + 2*T + 2; T^3 + 3*T + 2; T^3 + 3*T + 5; T^3 + 3*T + 9; T^3 + 4*T + 1; T^3 + 5*T + 1; T^3 + 5*T + 3; T^3 + 5*T + 10; T^3 + 6*T + 3; T^3 + 6*T + 5; T^3 + 7*T + 2; T^3 + 7*T + 9; T^3 + 9*T + 3; T^3 + 9*T + 8; T^3 + 9*T + 9; T^3 + 10*T + 3; T^3 + 10*T + 4; T^3 + T^2 + 3; T^3 + T^2 + 5; T^3 + T^2 + T + 2; T^3 + T^2 + T + 3; T^3 + T^2 + T + 7; T^3 + T^2 + 2*T + 3; T^3 + T^2 + 2*T + 4; T^3 + T^2 + 3*T + 1; T^3 + T^2 + 3*T + 8; T^3 + T^2 + 5*T + 7; T^3 + T^2 + 6*T + 4; T^3 + T^2 + 7*T + 8; T^3 + T^2 + 8*T + 7; T^3 + T^2 + 9*T + 6; T^3 + T^2 + 10*T + 3; T^3 + T^2 + 10*T + 6; T^3 + T^2 + 10*T + 8; T^3 + 2*T^2 + 7; T^3 + 2*T^2 + T + 6; T^3 + 2*T^2 + T + 9; T^3 + 2*T^2 + 2*T + 3; T^3 + 2*T^2 + 2*T + 10; T^3 + 2*T^2 + 3*T + 9; T^3 + 2*T^2 + 3*T + 10; T^3 + 2*T^2 + 4*T + 1; T^3 + 2*T^2 + 4*T + 6; T^3 + 2*T^2 + 6*T + 7; T^3 + 2*T^2 + 6*T + 8; T^3 + 2*T^2 + 6*T + 9; T^3 + 2*T^2 + 7*T + 2; T^3 + 2*T^2 + 7*T + 4; T^3 + 2*T^2 + 7*T + 7; T^3 + 2*T^2 + 8*T + 2; T^3 + 2*T^2 + 8*T + 3; T^3 + 2*T^2 + 9*T + 1; T^3 + 2*T^2 + 10*T + 3; T^3 + 2*T^2 + 10*T + 5; T^3 + 2*T^2 + 10*T + 10; T^3 + 3*T^2 + 3; T^3 + 3*T^2 + 4; T^3 + 3*T^2 + T + 1; T^3 + 3*T^2 + T + 2; T^3 + 3*T^2 + T + 8; T^3 + 3*T^2 + 2*T + 3; T^3 + 3*T^2 + 2*T + 7; T^3 + 3*T^2 + 2*T + 8; T^3 + 3*T^2 + 4*T + 7; T^3 + 3*T^2 + 4*T + 8; T^3 + 3*T^2 + 4*T + 9; T^3 + 3*T^2 + 5*T + 1; T^3 + 3*T^2 + 5*T + 5; T^3 + 3*T^2 + 6*T + 2; T^3 + 3*T^2 + 6*T + 6; T^3 + 3*T^2 + 6*T + 9; T^3 + 3*T^2 + 7*T + 1; T^3 + 3*T^2 + 7*T + 6; T^3 + 3*T^2 + 8*T + 3; T^3 + 3*T^2 + 8*T + 5; T^3 + 3*T^2 + 8*T + 7; T^3 + 3*T^2 + 9*T + 4; T^3 + 3*T^2 + 9*T + 10; T^3 + 3*T^2 + 10*T + 6; T^3 + 3*T^2 + 10*T + 10; T^3 + 4*T^2 + 1; T^3 + 4*T^2 + 10; T^3 + 4*T^2 + T + 3; T^3 + 4*T^2 + T + 10; T^3 + 4*T^2 + 2*T + 3; T^3 + 4*T^2 + 3*T + 10; T^3 + 4*T^2 + 4*T + 4; T^3 + 4*T^2 + 4*T + 7; T^3 + 4*T^2 + 5*T + 7; T^3 + 4*T^2 + 5*T + 8; T^3 + 4*T^2 + 6*T + 1; T^3 + 4*T^2 + 6*T + 6; T^3 + 4*T^2 + 6*T + 10; T^3 + 4*T^2 + 7*T + 2; T^3 + 4*T^2 + 7*T + 3; T^3 + 4*T^2 + 7*T + 8; T^3 + 4*T^2 + 8*T + 2; T^3 + 4*T^2 + 8*T + 3; T^3 + 4*T^2 + 8*T + 6; T^3 + 4*T^2 + 10*T + 2; T^3 + 4*T^2 + 10*T + 3; T^3 + 4*T^2 + 10*T + 5; T^3 + 5*T^2 + 2*T + 7; T^3 + 5*T^2 + 3*T + 1; T^3 + 5*T^2 + 3*T + 6; T^3 + 5*T^2 + 3*T + 8; T^3 + 5*T^2 + 4*T + 2; T^3 + 5*T^2 + 4*T + 3; T^3 + 5*T^2 + 4*T + 10; T^3 + 5*T^2 + 5*T + 10; T^3 + 5*T^2 + 6*T + 3; T^3 + 5*T^2 + 6*T + 5; T^3 + 5*T^2 + 6*T + 7; T^3 + 5*T^2 + 7*T + 5; T^3 + 5*T^2 + 8*T + 2; T^3 + 5*T^2 + 9*T + 3; T^3 + 5*T^2 + 9*T + 4; T^3 + 5*T^2 + 9*T + 8; T^3 + 5*T^2 + 10*T + 4; T^3 + 5*T^2 + 10*T + 5; T^3 + 5*T^2 + 10*T + 9; T^3 + 5*T^2 + 10*T + 10; T^3 + 6*T^2 + 2; T^3 + 6*T^2 + 3; T^3 + 6*T^2 + 2*T + 3; T^3 + 6*T^2 + 2*T + 6; T^3 + 6*T^2 + 3*T + 8; T^3 + 6*T^2 + 4*T + 8; T^3 + 6*T^2 + 4*T + 9; T^3 + 6*T^2 + 5*T + 1; T^3 + 6*T^2 + 5*T + 4; T^3 + 6*T^2 + 5*T + 9; T^3 + 6*T^2 + 6*T + 4; T^3 + 6*T^2 + 6*T + 8; T^3 + 6*T^2 + 7*T + 3; T^3 + 6*T^2 + 7*T + 6; T^3 + 6*T^2 + 8*T + 1; T^3 + 6*T^2 + 8*T + 2; T^3 + 6*T^2 + 8*T + 10; T^3 + 6*T^2 + 9*T + 1; T^3 + 6*T^2 + 9*T + 3; T^3 + 6*T^2 + 9*T + 7; T^3 + 6*T^2 + 10*T + 6; T^3 + 6*T^2 + 10*T + 7; T^3 + 7*T^2 + 6; T^3 + 7*T^2 + 10; T^3 + 7*T^2 + T + 8; T^3 + 7*T^2 + 2*T + 5; T^3 + 7*T^2 + 3*T + 1; T^3 + 7*T^2 + 3*T + 7; T^3 + 7*T^2 + 4*T + 5; T^3 + 7*T^2 + 4*T + 7; T^3 + 7*T^2 + 5*T + 3; T^3 + 7*T^2 + 5*T + 4; T^3 + 7*T^2 + 6*T + 6; T^3 + 7*T^2 + 6*T + 10; T^3 + 7*T^2 + 7*T + 3; T^3 + 7*T^2 + 8*T + 4; T^3 + 7*T^2 + 8*T + 5; T^3 + 7*T^2 + 8*T + 9; T^3 + 7*T^2 + 10*T + 7; T^3 + 8*T^2 + 1; T^3 + 8*T^2 + 3; T^3 + 8*T^2 + 8; T^3 + 8*T^2 + T + 3; T^3 + 8*T^2 + T + 4; T^3 + 8*T^2 + T + 10; T^3 + 8*T^2 + 2*T + 3; T^3 + 8*T^2 + 2*T + 4; T^3 + 8*T^2 + 4*T + 2; T^3 + 8*T^2 + 4*T + 3; T^3 + 8*T^2 + 4*T + 4; T^3 + 8*T^2 + 5*T + 4; T^3 + 8*T^2 + 5*T + 10; T^3 + 8*T^2 + 6*T + 1; T^3 + 8*T^2 + 6*T + 2; T^3 + 8*T^2 + 6*T + 5; T^3 + 8*T^2 + 7*T + 7; T^3 + 8*T^2 + 8*T + 6; T^3 + 8*T^2 + 9*T + 1; T^3 + 8*T^2 + 9*T + 10; T^3 + 8*T^2 + 10*T + 4; T^3 + 9*T^2 + 4; T^3 + 9*T^2 + 7; T^3 + 9*T^2 + T + 3; T^3 + 9*T^2 + T + 5; T^3 + 9*T^2 + T + 6; T^3 + 9*T^2 + 2*T + 1; T^3 + 9*T^2 + 3*T + 1; T^3 + 9*T^2 + 3*T + 7; T^3 + 9*T^2 + 3*T + 8; T^3 + 9*T^2 + 4*T + 5; T^3 + 9*T^2 + 4*T + 9; T^3 + 9*T^2 + 6*T + 1; T^3 + 9*T^2 + 6*T + 2; T^3 + 9*T^2 + 6*T + 3; T^3 + 9*T^2 + 7*T + 2; T^3 + 9*T^2 + 7*T + 4; T^3 + 9*T^2 + 8*T + 8; T^3 + 9*T^2 + 8*T + 9; T^3 + 9*T^2 + 9*T + 10; T^3 + 9*T^2 + 10*T + 8; T^3 + 10*T^2 + 5; T^3 + 10*T^2 + 6; T^3 + 10*T^2 + 8; T^3 + 10*T^2 + 9; T^3 + 10*T^2 + T + 2; T^3 + 10*T^2 + T + 4; T^3 + 10*T^2 + T + 8; T^3 + 10*T^2 + T + 9; T^3 + 10*T^2 + 2*T + 1; T^3 + 10*T^2 + 2*T + 2; T^3 + 10*T^2 + 2*T + 7; T^3 + 10*T^2 + 2*T + 8; T^3 + 10*T^2 + 5*T + 2; T^3 + 10*T^2 + 5*T + 3; T^3 + 10*T^2 + 5*T + 4; T^3 + 10*T^2 + 5*T + 5; T^3 + 10*T^2 + 6*T + 1; T^3 + 10*T^2 + 6*T + 3; T^3 + 10*T^2 + 6*T + 7; T^3 + 10*T^2 + 6*T + 9; T^3 + 10*T^2 + 7*T + 3; T^3 + 10*T^2 + 7*T + 6; T^3 + 10*T^2 + 7*T + 7; T^3 + 10*T^2 + 7*T + 10; T^3 + 10*T^2 + 8*T + 1; T^3 + 10*T^2 + 8*T + 4; T^3 + 10*T^2 + 8*T + 7; T^3 + 10*T^2 + 8*T + 9; T^3 + 10*T^2 + 9*T + 1; T^3 + 10*T^2 + 9*T + 3; T^3 + 10*T^2 + 9*T + 5; T^3 + 10*T^2 + 9*T + 7; T^3 + 10*T^2 + 10*T + 3; T^3 + 10*T^2 + 10*T + 5; T^3 + 10*T^2 + 10*T + 6; T^3 + 10*T^2 + 10*T + 8,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 3,3,4,3630,3630,0,,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 9,3,1,11,0,11,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6; T + 7; T + 8; T + 9; T + 10,results/q11_degree3_compact
11,T^3 + 10*T^2 + 3*T + 9,3,2,55,0,55,T^2 + 1; T^2 + 3; T^2 + 4; T^2 + 5; T^2 + 9; T^2 + T + 1; T^2 + T + 4; T^2 + T + 6; T^2 + T + 7; T^2 + T + 8; T^2 + 2*T + 2; T^2 + 2*T + 4; T^2 + 2*T + 5; T^2 + 2*T + 6; T^2 + 2*T + 10; T^2 + 3*T + 3; T^2 + 3*T + 6; T^2 + 3*T + 8; T^2 + 3*T + 9; T^2 + 3*T + 10; T^2 + 4*T + 2; T^2 + 4*T + 5; T^2 + 4*T + 7; T^2 + 4*T + 8; T^2 + 4*T + 9; T^2 + 5*T + 1; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 7; T^2 + 5*T + 10; T^2 + 6*T + 1; T^2 + 6*T + 2; T^2 + 6*T + 3; T^2 + 6*T + 7; T^2 + 6*T + 10; T^2 + 7*T + 2; T^2 + 7*T + 5; T^2 + 7*T + 7; T^2 + 7*T + 8; T^2 + 7*T + 9; T^2 + 8*T + 3; T^2 + 8*T + 6; T^2 + 8*T + 8; T^2 + 8*T + 9; T^2 + 8*T + 10; T^2 + 9*T + 2; T^2 + 9*T + 4; T^2 + 9*T + 5; T^2 + 9*T + 6; T^2 + 9*T + 10; T^2 + 10*T + 1; T^2 + 10*T + 4; T^2 + 10*T + 6; T^2 + 10*T + 7; T^2 + 10*T + 8,results/q11_degree3_compact
